,Name,NAIF ID Number,Classification,Records,Link,Distance
Inner Solar System Asteroids,(2004 BD68),3174193,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3174193.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2004 BG11),3172326,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3172326.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2004 BG86),3174203,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3174203.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2004 JX20),3182187,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3182187.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,(2004 QF1),3249984,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3249984.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2004 RY109),3251889,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3251889.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2004 SB1),3253644,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3253644.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2004 TP20),3257079,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3257079.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2004 UL),3257200,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3257200.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2004 XN14),3263451,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3263451.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,(2004 YZ23),3264723,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3264723.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,(2005 FE3),3275203,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3275203.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2005 GL),3275510,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3275510.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2005 GL9),3275674,APO,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3275674.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2005 ML13),3283246,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3283246.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2005 NW44),3283835,ATE,3,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3283835.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,(2005 OU2),3285185,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3285185.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2005 TR50),3293925,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3293925.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2005 WC1),3303220,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3303220.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2005 XD1),3306216,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3306216.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,(2005 XV77),3307229,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3307229.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,(2006 AD),3310112,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3310112.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2006 DU62),3324630,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3324630.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2006 HT30),3330683,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3330683.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2006 KA),3333273,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3333273.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2006 KV89),3335050,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3335050.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2006 LF),3335423,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3335423.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2006 MD12),3337162,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3337162.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,(2006 NL),3337325,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3337325.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,(2006 OD7),3337713,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3337713.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,(2006 SY5),3342318,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3342318.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2006 UQ17),3352549,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3352549.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2006 UR216),3355846,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3355846.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2006 WL3),3359280,AMO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3359280.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,(2007 BG),3366427,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3366427.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,(2007 DK8),3368738,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3368738.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2007 EP88),3371144,ATE,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3371144.shtml#top,a < 1.0 AU; Q > 0.983 AU
Inner Solar System Asteroids,(2007 GS3),3373683,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3373683.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2007 HR),3374163,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3374163.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2007 RF5),3383928,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3383928.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2007 VD12),3393169,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3393169.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2007 XJ20),3398025,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3398025.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2007 YQ56),3398652,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3398652.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2008 AU26),3399551,AMO,4,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3399551.shtml#top,a > 1.0 AU; 1.017 AU < q < 1.3 AU
Inner Solar System Asteroids,(2008 DG5),3404363,APO,6,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3404363.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2008 RH1),3426791,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3426791.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2009 BD),3444297,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3444297.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2009 DE47),3449084,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3449084.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2009 SK2),3467260,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3467260.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2010 GP67),3516489,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3516489.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2010 RO82),3546117,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3546117.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2011 BO24),3555792,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3555792.shtml#top,a > 1.0 AU; q < 1.017 AU
Inner Solar System Asteroids,(2011 BX18),3555762,APO,2,https://pdssbn.astro.umd.edu/data_other/sptz_02_INNER/3555762.shtml#top,a > 1.0 AU; q < 1.017 AU
Main Belt Asteroids,1 Ceres,2000001,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000001.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,3 Juno,2000003,MBA,5,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000003.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,5 Astraea,2000005,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000005.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,6 Hebe,2000006,MBA,6,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000006.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,7 Iris,2000007,MBA,7,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000007.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,9 Metis,2000009,MBA,19,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000009.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,12 Victoria,2000012,MBA,17,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000012.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,16 Psyche,2000016,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000016.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,17 Thetis,2000017,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000017.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,18 Melpomene,2000018,MBA,11,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000018.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,19 Fortuna,2000019,MBA,6,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000019.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,20 Massalia,2000020,MBA,17,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000020.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,21 Lutetia,2000021,MBA,43,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000021.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,22 Kalliope,2000022,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000022.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,23 Thalia,2000023,MBA,10,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000023.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,24 Themis,2000024,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000024.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,25 Phocaea,2000025,MBA,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000025.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,26 Proserpina,2000026,MBA,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000026.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,28 Bellona,2000028,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000028.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,31 Euphrosyne,2000031,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000031.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,37 Fides,2000037,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000037.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,40 Harmonia,2000040,MBA,13,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000040.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,41 Daphne,2000041,MBA,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000041.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,42 Isis,2000042,MBA,40,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000042.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,43 Ariadne,2000043,MBA,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000043.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,44 Nysa,2000044,MBA,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000044.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,45 Eugenia,2000045,MBA,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000045.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,47 Aglaja,2000047,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000047.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,48 Doris,2000048,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000048.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,51 Nemausa,2000051,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000051.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,55 Pandora,2000055,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000055.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,56 Melete,2000056,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000056.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,60 Echo,2000060,MBA,8,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000060.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,63 Ausonia,2000063,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000063.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,65 Cybele,2000065,OMB,7,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000065.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,67 Asia,2000067,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000067.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,69 Hesperia,2000069,MBA,27,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000069.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,75 Eurydike,2000075,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000075.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,77 Frigga,2000077,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000077.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,79 Eurynome,2000079,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000079.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,80 Sappho,2000080,MBA,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000080.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,83 Beatrix,2000083,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000083.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,85 Io,2000085,MBA,27,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000085.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,87 Sylvia,2000087,OMB,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000087.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,90 Antiope,2000090,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000090.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,92 Undina,2000092,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000092.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,93 Minerva,2000093,MBA,27,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000093.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,94 Aurora,2000094,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000094.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,96 Aegle,2000096,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000096.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,107 Camilla,2000107,OMB,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000107.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,110 Lydia,2000110,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000110.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,113 Amalthea,2000113,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000113.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,114 Kassandra,2000114,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000114.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,118 Peitho,2000118,MBA,5,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000118.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,121 Hermione,2000121,OMB,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000121.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,125 Liberatrix,2000125,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000125.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,126 Velleda,2000126,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000126.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,129 Antigone,2000129,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000129.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,130 Elektra,2000130,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000130.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,131 Vala,2000131,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000131.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,135 Hertha,2000135,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000135.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,136 Austria,2000136,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000136.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,138 Tolosa,2000138,MBA,6,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000138.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,140 Siwa,2000140,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000140.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,161 Athor,2000161,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000161.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,184 Dejopeja,2000184,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000184.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,186 Celuta,2000186,MBA,7,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000186.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,189 Phthia,2000189,MBA,10,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000189.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,196 Philomela,2000196,MBA,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000196.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,198 Ampella,2000198,MBA,8,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000198.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,201 Penelope,2000201,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000201.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,216 Kleopatra,2000216,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000216.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,222 Lucia,2000222,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000222.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,223 Rosa,2000223,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000223.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,234 Barbara,2000234,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000234.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,241 Germania,2000241,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000241.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,243 Ida,2000243,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000243.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,248 Lameia,2000248,MBA,5,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000248.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,253 Mathilde,2000253,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000253.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,261 Prymno,2000261,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000261.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,267 Tirza,2000267,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000267.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,269 Justitia,2000269,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000269.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,273 Atropos,2000273,MBA,10,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000273.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,282 Clorinde,2000282,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000282.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,283 Emma,2000283,MBA,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000283.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,284 Amalia,2000284,MBA,5,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000284.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,306 Unitas,2000306,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000306.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,313 Chaldaea,2000313,MBA,8,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000313.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,316 Goberta,2000316,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000316.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,325 Heidelberga,2000325,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000325.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,326 Tamara,2000326,MBA,1,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000326.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,334 Chicago (1892 L),2000334,OMB,27,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000334.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,335 Roberta (1892 C),2000335,MBA,4,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000335.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,336 Lacadiera (1892 D),2000336,MBA,5,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2000336.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
